,id_loc,Annee,suffrage,1_tour,2_tour
1295,52,1981,Inscrits,152718,152683.0
1296,75,1981,Blancs et nuls,7898,14846.0
1297,75,1981,Votants,531836,563226.0
1298,75,1981,Inscrits,653079,653011.0
1299,75,1981,Exprimés,523938,548380.0
1300,76,1981,Blancs et nuls,5803,9731.0
1301,76,1981,Votants,284186,299717.0
1302,76,1981,Exprimés,278383,289986.0
1303,76,1981,Inscrits,340623,340538.0
1304,77,1981,Inscrits,117141,116997.0
1305,77,1981,Votants,99007,105465.0
1306,77,1981,Exprimés,97543,102060.0
1307,77,1981,Blancs et nuls,1464,3405.0
1308,78,1981,Inscrits,215100,214939.0
1309,78,1981,Blancs et nuls,3149,5825.0
1310,78,1981,Exprimés,176582,184407.0
1311,78,1981,Votants,179731,190232.0
1312,79,1981,Blancs et nuls,663,1192.0
1313,79,1981,Exprimés,45542,48577.0
1314,79,1981,Inscrits,57252,57261.0
1315,79,1981,Votants,46205,49769.0
1316,81,1981,Blancs et nuls,6757,11153.0
1317,81,1981,Exprimés,351677,363842.0
1318,81,1981,Inscrits,429921,429975.0
1319,81,1981,Votants,358434,374995.0
1320,82,1981,Exprimés,265993,276367.0
1321,82,1981,Blancs et nuls,3826,7882.0
1322,82,1981,Inscrits,327073,326924.0
1323,82,1981,Votants,269819,284249.0
1324,83,1981,Blancs et nuls,4290,7686.0
1325,83,1981,Inscrits,342529,342465.0
1326,83,1981,Exprimés,274623,287421.0
1327,83,1981,Votants,278913,295107.0
1328,53,1981,Blancs et nuls,2310,3634.0
1329,53,1981,Inscrits,144770,144728.0
1330,53,1981,Exprimés,115202,122173.0
1331,53,1981,Votants,117512,125807.0
1332,85,1981,Inscrits,187955,187947.0
1333,85,1981,Exprimés,157081,161002.0
1334,85,1981,Blancs et nuls,3065,5298.0
1335,85,1981,Votants,160146,166300.0
1336,87,1981,Exprimés,368261,387528.0
1337,87,1981,Votants,373881,396888.0
1338,87,1981,Inscrits,464377,464199.0
1339,87,1981,Blancs et nuls,5620,9360.0
1340,88,1981,Exprimés,113306,119526.0
1341,88,1981,Blancs et nuls,2083,2967.0
1342,88,1981,Votants,115389,122493.0
1343,88,1981,Inscrits,138804,138922.0
1344,89,1981,Exprimés,340699,352547.0
1345,89,1981,Blancs et nuls,4046,8295.0
1346,89,1981,Votants,344745,360842.0
1347,89,1981,Inscrits,413783,413720.0
1348,90,1981,Blancs et nuls,9541,13583.0
1349,90,1981,Exprimés,506549,532337.0
1350,90,1981,Votants,516090,545920.0
1351,90,1981,Inscrits,634070,634071.0
1352,91,1981,Inscrits,177002,176994.0
1353,91,1981,Exprimés,142168,150774.0
1354,91,1981,Votants,144204,154273.0
1355,91,1981,Blancs et nuls,2036,3499.0
1356,93,1981,Blancs et nuls,24866,37842.0
1357,93,1981,Votants,1363612,1413559.0
1358,93,1981,Inscrits,1602010,1602085.0
1359,93,1981,Exprimés,1338746,1375717.0
1360,96,1981,Blancs et nuls,5308,9849.0
1361,96,1981,Exprimés,340801,352517.0
1362,96,1981,Votants,346109,362366.0
1363,96,1981,Inscrits,409466,409743.0
1364,97,1981,Blancs et nuls,2662,5586.0
1365,97,1981,Inscrits,205643,205607.0
1366,97,1981,Exprimés,168934,174780.0
1367,97,1981,Votants,171596,180366.0
1368,99,1981,Inscrits,945534,945514.0
1369,99,1981,Exprimés,800384,820150.0
1370,99,1981,Votants,816864,843455.0
1371,99,1981,Blancs et nuls,16480,23305.0
1372,102,1981,Blancs et nuls,4286,9123.0
1373,102,1981,Inscrits,387673,387529.0
1374,102,1981,Exprimés,317271,331963.0
1375,102,1981,Votants,321557,341086.0
1376,104,1981,Votants,320136,341501.0
1377,104,1981,Blancs et nuls,3922,8273.0
1378,104,1981,Inscrits,391922,390853.0
1379,104,1981,Exprimés,316214,333228.0
1380,59,1981,Inscrits,168040,167946.0
1381,59,1981,Votants,133556,143907.0
1382,59,1981,Blancs et nuls,2096,3724.0
1383,59,1981,Exprimés,131460,140183.0
1384,105,1981,Blancs et nuls,3153,5525.0
1385,105,1981,Inscrits,224924,224873.0
1386,105,1981,Votants,174891,190160.0
1387,105,1981,Exprimés,171738,184635.0
1388,14,1981,Inscrits,580138,580175.0
1389,14,1981,Votants,467403,495851.0
1390,14,1981,Exprimés,458289,482898.0
1391,14,1981,Blancs et nuls,9114,12953.0
1392,49,1981,Blancs et nuls,8399,10872.0
1393,49,1981,Exprimés,322444,341558.0
1394,49,1981,Votants,330843,352430.0
1395,49,1981,Inscrits,413346,413311.0
1396,108,1981,Inscrits,849050,849289.0
1397,108,1981,Exprimés,660382,695247.0
1398,108,1981,Votants,670325,716188.0
1399,108,1981,Blancs et nuls,9943,20941.0
1400,54,1981,Votants,131085,142606.0
1401,54,1981,Exprimés,128549,138289.0
1402,54,1981,Blancs et nuls,2536,4317.0
1403,54,1981,Inscrits,159659,159599.0
1404,113,1981,Inscrits,388716,388740.0
1405,113,1981,Votants,309891,332328.0
1406,113,1981,Exprimés,304883,323242.0
1407,113,1981,Blancs et nuls,5008,9086.0
1408,114,1981,Votants,288278,302242.0
1409,114,1981,Exprimés,282878,294793.0
1410,114,1981,Inscrits,346102,345839.0
1411,114,1981,Blancs et nuls,5400,7449.0
1412,115,1981,Blancs et nuls,2517,5052.0
1413,115,1981,Inscrits,215347,215256.0
1414,115,1981,Votants,168387,183836.0
1415,115,1981,Exprimés,165870,178784.0
1416,55,1981,Inscrits,301645,301615.0
1417,55,1981,Blancs et nuls,3795,8028.0
1418,55,1981,Votants,234767,255869.0
1419,55,1981,Exprimés,230972,247841.0
1420,98,1981,Blancs et nuls,10802,34850.0
1421,98,1981,Votants,986045,1052222.0
1422,98,1981,Inscrits,1272576,1272587.0
1423,98,1981,Exprimés,975243,1017372.0
1424,119,1981,Blancs et nuls,10204,17295.0
1425,119,1981,Votants,654221,684780.0
1426,119,1981,Inscrits,783080,783343.0
1427,119,1981,Exprimés,644017,667485.0
1428,118,1981,Votants,437478,462718.0
1429,118,1981,Exprimés,430674,448259.0
1430,118,1981,Blancs et nuls,6804,14459.0
1431,118,1981,Inscrits,537255,537167.0
1432,135,1981,Votants,582092,614109.0
1433,135,1981,Exprimés,573464,594023.0
1434,135,1981,Inscrits,710334,710108.0
1435,135,1981,Blancs et nuls,8628,20086.0
1436,31,1981,Exprimés,197975,206217.0
1437,31,1981,Votants,201966,212407.0
1438,31,1981,Inscrits,240274,240263.0
1439,31,1981,Blancs et nuls,3991,6190.0
1440,121,1981,Votants,322247,335862.0
1441,121,1981,Exprimés,316710,327213.0
1442,121,1981,Inscrits,372391,371984.0
1443,121,1981,Blancs et nuls,5537,8649.0
1444,122,1981,Votants,210601,221725.0
1445,122,1981,Inscrits,246658,246735.0
1446,122,1981,Exprimés,205783,213984.0
1447,122,1981,Blancs et nuls,4818,7741.0
1448,123,1981,Blancs et nuls,2426,4065.0
1449,123,1981,Votants,115502,122300.0
1450,123,1981,Exprimés,113076,118235.0
1451,123,1981,Inscrits,137238,137150.0
1452,127,1981,Inscrits,470803,470613.0
1453,127,1981,Votants,380410,405944.0
1454,127,1981,Exprimés,374433,394597.0
1455,127,1981,Blancs et nuls,5977,11347.0
1456,128,1981,Exprimés,222033,231235.0
1457,128,1981,Blancs et nuls,4864,7864.0
1458,128,1981,Inscrits,275600,275547.0
1459,128,1981,Votants,226897,239099.0
1460,129,1981,Votants,287798,299830.0
1461,129,1981,Exprimés,282738,290958.0
1462,129,1981,Blancs et nuls,5060,8872.0
1463,129,1981,Inscrits,335692,335645.0
1464,131,1981,Exprimés,211292,220618.0
1465,131,1981,Inscrits,259373,259361.0
1466,131,1981,Votants,215490,227486.0
1467,131,1981,Blancs et nuls,4198,6868.0
1468,57,1981,Inscrits,259988,259979.0
1469,57,1981,Blancs et nuls,3946,9180.0
1470,57,1981,Exprimés,216512,220786.0
1471,57,1981,Votants,220458,229966.0
1472,132,1981,Inscrits,271274,271174.0
1473,132,1981,Blancs et nuls,5160,7635.0
1474,132,1981,Exprimés,218363,230419.0
1475,132,1981,Votants,223523,238054.0
1476,134,1981,Exprimés,173574,182291.0
1477,134,1981,Inscrits,216320,216241.0
1478,134,1981,Blancs et nuls,3235,6907.0
1479,134,1981,Votants,176809,189198.0
1480,124,1981,Votants,66253,71335.0
1481,124,1981,Blancs et nuls,1269,2043.0
1482,124,1981,Exprimés,64984,69292.0
1483,124,1981,Inscrits,81325,81290.0
1484,37,1981,Blancs et nuls,7359,17002.0
1485,37,1981,Exprimés,480726,496817.0
1486,37,1981,Votants,488085,513819.0
1487,37,1981,Inscrits,594642,594415.0
1488,61,1981,Exprimés,675274,698557.0
1489,61,1981,Votants,684437,722401.0
1490,61,1981,Inscrits,853119,852998.0
1491,61,1981,Blancs et nuls,9163,23844.0
1492,120,1981,Exprimés,579422,596718.0
1493,120,1981,Blancs et nuls,11363,20803.0
1494,120,1981,Inscrits,745572,744200.0
1495,120,1981,Votants,590785,617521.0
1496,126,1981,Exprimés,572011,581929.0
1497,126,1981,Blancs et nuls,8197,20459.0
1498,126,1981,Votants,580208,602388.0
1499,126,1981,Inscrits,716432,716431.0
1500,125,1981,Votants,436429,458888.0
1501,125,1981,Inscrits,533942,533843.0
1502,125,1981,Exprimés,428931,444199.0
1503,125,1981,Blancs et nuls,7498,14689.0
1504,1,1988,Inscrits,284999,285010.0
1505,1,1988,Exprimés,226668,231916.0
1506,1,1988,Blancs et nuls,4291,8446.0
1507,1,1988,Votants,230959,240362.0
1508,11,1988,Inscrits,192336,192309.0
1509,11,1988,Votants,156220,161569.0
1510,11,1988,Blancs et nuls,4737,6304.0
1511,11,1988,Exprimés,151483,155265.0
1512,12,1988,Exprimés,179923,182454.0
1513,12,1988,Inscrits,216722,216655.0
1514,12,1988,Blancs et nuls,3750,7735.0
1515,12,1988,Votants,183673,190189.0
1516,13,1988,Exprimés,175305,182029.0
1517,13,1988,Blancs et nuls,4192,5660.0
1518,13,1988,Votants,179497,187689.0
1519,13,1988,Inscrits,212409,212348.0
1520,15,1988,Inscrits,1084250,1084148.0
1521,15,1988,Exprimés,854539,850195.0
1522,15,1988,Blancs et nuls,13469,38375.0
1523,15,1988,Votants,868008,888570.0
1524,17,1988,Inscrits,414386,414263.0
1525,17,1988,Exprimés,333018,339420.0
1526,17,1988,Votants,339478,350185.0
1527,17,1988,Blancs et nuls,6460,10765.0
1528,18,1988,Exprimés,101737,106661.0
1529,18,1988,Blancs et nuls,1831,2461.0
1530,18,1988,Votants,103568,109122.0
1531,18,1988,Inscrits,125240,125187.0
1532,19,1988,Inscrits,252073,252056.0
1533,19,1988,Exprimés,203288,209466.0
1534,19,1988,Blancs et nuls,4861,6939.0
1535,19,1988,Votants,208149,216405.0
1536,20,1988,Votants,306646,319576.0
1537,20,1988,Exprimés,299939,309163.0
1538,20,1988,Blancs et nuls,6707,10413.0
1539,20,1988,Inscrits,380931,380808.0
1540,21,1988,Votants,186246,191203.0
1541,21,1988,Exprimés,181212,183656.0
1542,21,1988,Blancs et nuls,5034,7547.0
1543,21,1988,Inscrits,225337,225184.0
1544,22,1988,Votants,162865,168091.0
1545,22,1988,Inscrits,186142,186009.0
1546,22,1988,Blancs et nuls,3157,5168.0
1547,22,1988,Exprimés,159708,162923.0
1548,2,1988,Votants,306266,315620.0
1549,2,1988,Exprimés,299997,304562.0
1550,2,1988,Blancs et nuls,6269,11058.0
1551,2,1988,Inscrits,365387,365213.0
1552,26,1988,Exprimés,250227,257573.0
1553,26,1988,Votants,254912,266379.0
1554,26,1988,Inscrits,312752,312697.0
1555,26,1988,Blancs et nuls,4685,8806.0
1556,27,1988,Exprimés,347495,355640.0
1557,27,1988,Blancs et nuls,5643,9942.0
1558,27,1988,Votants,353138,365582.0
1559,27,1988,Inscrits,412856,412702.0
1560,28,1988,Votants,89162,93849.0
1561,28,1988,Inscrits,111152,111097.0
1562,28,1988,Blancs et nuls,2229,2965.0
1563,28,1988,Exprimés,86933,90884.0
1564,33,1988,Votants,257874,267404.0
1565,33,1988,Inscrits,302007,301880.0
1566,33,1988,Blancs et nuls,6317,9266.0
1567,33,1988,Exprimés,251557,258138.0
1568,34,1988,Inscrits,306829,306721.0
1569,34,1988,Votants,255616,266099.0
1570,34,1988,Exprimés,250444,256532.0
1571,34,1988,Blancs et nuls,5172,9567.0
1572,35,1988,Inscrits,274843,274955.0
1573,35,1988,Exprimés,221206,225302.0
1574,35,1988,Votants,225782,234211.0
1575,35,1988,Blancs et nuls,4576,8909.0
1576,38,1988,Blancs et nuls,6501,9859.0
1577,38,1988,Exprimés,272666,277056.0
1578,38,1988,Inscrits,336347,336157.0
1579,38,1988,Votants,279167,286915.0
1580,39,1988,Exprimés,209405,211940.0
1581,39,1988,Blancs et nuls,4412,8107.0
1582,39,1988,Votants,213817,220047.0
1583,39,1988,Inscrits,256470,256459.0
1584,40,1988,Votants,512128,529796.0
1585,40,1988,Inscrits,615200,615115.0
1586,40,1988,Blancs et nuls,6482,13122.0
1587,40,1988,Exprimés,505646,516674.0
1588,25,1988,Votants,62985,70789.0
1589,25,1988,Blancs et nuls,1058,1583.0
1590,25,1988,Exprimés,61927,69206.0
1591,25,1988,Inscrits,92030,91995.0
1592,50,1988,Votants,76494,87116.0
1593,50,1988,Exprimés,75255,85361.0
1594,50,1988,Blancs et nuls,1239,1755.0
1595,50,1988,Inscrits,114551,114465.0
1596,3,1988,Blancs et nuls,5278,9015.0
1597,3,1988,Inscrits,266230,266171.0
1598,3,1988,Exprimés,214919,217058.0
1599,3,1988,Votants,220197,226073.0
1600,44,1988,Exprimés,319464,320306.0
1601,44,1988,Blancs et nuls,6504,15380.0
1602,44,1988,Inscrits,394405,394448.0
1603,44,1988,Votants,325968,335686.0
1604,51,1988,Votants,478936,498141.0
1605,51,1988,Inscrits,587570,589518.0
1606,51,1988,Blancs et nuls,8432,17007.0
1607,51,1988,Exprimés,470504,481134.0
1608,45,1988,Votants,113734,119497.0
1609,45,1988,Blancs et nuls,2526,3972.0
1610,45,1988,Exprimés,111208,115525.0
1611,45,1988,Inscrits,138019,137965.0
1612,46,1988,Inscrits,775467,775215.0
1613,46,1988,Exprimés,627507,637254.0
1614,46,1988,Votants,638770,658282.0
1615,46,1988,Blancs et nuls,11263,21028.0
1616,62,1988,Blancs et nuls,7145,16526.0
1617,62,1988,Inscrits,516321,516220.0
1618,62,1988,Exprimés,415050,423039.0
1619,62,1988,Votants,422195,439565.0
1620,64,1988,Votants,440908,457481.0
1621,64,1988,Inscrits,531342,531313.0
1622,64,1988,Exprimés,432401,444457.0
1623,64,1988,Blancs et nuls,8507,13024.0
1624,65,1988,Votants,152369,157974.0
1625,65,1988,Exprimés,147931,151463.0
1626,65,1988,Blancs et nuls,4438,6511.0
1627,65,1988,Inscrits,181927,181887.0
1628,66,1988,Blancs et nuls,6690,10820.0
1629,66,1988,Inscrits,351292,351026.0
1630,66,1988,Votants,285979,295126.0
1631,66,1988,Exprimés,279289,284306.0
1632,67,1988,Votants,501375,520312.0
1633,67,1988,Blancs et nuls,9067,18822.0
1634,67,1988,Exprimés,492308,501490.0
1635,67,1988,Inscrits,611953,612725.0
1636,69,1988,Votants,143277,150265.0
1637,69,1988,Exprimés,140076,144058.0
1638,69,1988,Blancs et nuls,3201,6207.0
1639,69,1988,Inscrits,173510,173384.0
1640,4,1988,Votants,80298,83816.0
1641,4,1988,Blancs et nuls,1609,3469.0
1642,4,1988,Inscrits,97417,97378.0
1643,4,1988,Exprimés,78689,80347.0
1644,72,1988,Exprimés,195604,199496.0
1645,72,1988,Inscrits,233725,233660.0
1646,72,1988,Blancs et nuls,3944,6163.0
1647,72,1988,Votants,199548,205659.0
1648,73,1988,Blancs et nuls,4756,7303.0
1649,73,1988,Votants,183361,188663.0
1650,73,1988,Exprimés,178605,181360.0
1651,73,1988,Inscrits,216851,216783.0
1652,74,1988,Blancs et nuls,7723,15625.0
1653,74,1988,Votants,380938,394784.0
1654,74,1988,Exprimés,373215,379159.0
1655,74,1988,Inscrits,477662,477641.0
1656,52,1988,Blancs et nuls,3020,5099.0
1657,52,1988,Exprimés,126073,130310.0
1658,52,1988,Votants,129093,135409.0
1659,52,1988,Inscrits,156620,156669.0
1660,75,1988,Inscrits,704725,704534.0
1661,75,1988,Blancs et nuls,11548,19363.0
1662,75,1988,Votants,573653,591307.0
1663,75,1988,Exprimés,562105,571944.0
1664,76,1988,Inscrits,364925,364733.0
1665,76,1988,Exprimés,298538,302035.0
1666,76,1988,Blancs et nuls,7035,12623.0
1667,76,1988,Votants,305573,314658.0
1668,77,1988,Blancs et nuls,2351,3455.0
1669,77,1988,Inscrits,121744,121744.0
1670,77,1988,Exprimés,101401,105158.0
1671,77,1988,Votants,103752,108613.0
1672,78,1988,Votants,189102,195078.0
1673,78,1988,Exprimés,184797,187260.0
1674,78,1988,Blancs et nuls,4305,7818.0
1675,78,1988,Inscrits,224088,224023.0
1676,79,1988,Votants,47046,49947.0
1677,79,1988,Exprimés,46225,48556.0
1678,79,1988,Blancs et nuls,821,1391.0
1679,79,1988,Inscrits,57132,57111.0
1680,81,1988,Blancs et nuls,10645,14523.0
1681,81,1988,Votants,387508,395639.0
1682,81,1988,Inscrits,460587,460544.0
1683,81,1988,Exprimés,376863,381116.0
1684,58,1988,Blancs et nuls,1349,2510.0
1685,58,1988,Votants,66614,70647.0
1686,58,1988,Exprimés,65265,68137.0
1687,58,1988,Inscrits,81702,81739.0
1688,82,1988,Inscrits,340966,340887.0
1689,82,1988,Votants,281733,290893.0
1690,82,1988,Exprimés,276140,282166.0
1691,82,1988,Blancs et nuls,5593,8727.0
1692,83,1988,Inscrits,352702,352619.0
1693,83,1988,Blancs et nuls,5088,10320.0
1694,83,1988,Exprimés,279538,284641.0
1695,83,1988,Votants,284626,294961.0
1696,53,1988,Blancs et nuls,2877,4787.0
1697,53,1988,Exprimés,116285,119082.0
1698,53,1988,Inscrits,147196,147146.0
1699,53,1988,Votants,119162,123869.0
1700,85,1988,Blancs et nuls,5197,6003.0
1701,85,1988,Exprimés,162600,165551.0
1702,85,1988,Inscrits,196618,196587.0
1703,85,1988,Votants,167797,171554.0
1704,87,1988,Exprimés,368323,372934.0
1705,87,1988,Blancs et nuls,7404,14859.0
1706,87,1988,Inscrits,469562,469317.0
1707,87,1988,Votants,375727,387793.0
1708,88,1988,Blancs et nuls,2684,4561.0
1709,88,1988,Inscrits,140246,140223.0
1710,88,1988,Exprimés,114166,116234.0
1711,88,1988,Votants,116850,120795.0
1712,89,1988,Blancs et nuls,6275,11328.0
1713,89,1988,Inscrits,443426,443338.0
1714,89,1988,Exprimés,366068,370009.0
1715,89,1988,Votants,372343,381337.0
1716,90,1988,Inscrits,666371,666352.0
1717,90,1988,Exprimés,535978,534025.0
1718,90,1988,Blancs et nuls,11660,24685.0
1719,90,1988,Votants,547638,558710.0
1720,91,1988,Exprimés,143199,146915.0
1721,91,1988,Votants,146095,151978.0
1722,91,1988,Inscrits,177164,177107.0
1723,91,1988,Blancs et nuls,2896,5063.0
1724,93,1988,Exprimés,1329195,1330483.0
1725,93,1988,Blancs et nuls,30875,55426.0
1726,93,1988,Votants,1360070,1385909.0
1727,93,1988,Inscrits,1634459,1634341.0
1728,5,1988,Exprimés,512820,519001.0
1729,5,1988,Blancs et nuls,6682,16809.0
1730,5,1988,Votants,519502,535810.0
1731,5,1988,Inscrits,648690,648664.0
1732,96,1988,Blancs et nuls,7149,14511.0
1733,96,1988,Exprimés,367477,368622.0
1734,96,1988,Votants,374626,383133.0
1735,96,1988,Inscrits,443577,443430.0
1736,97,1988,Inscrits,210113,210079.0
1737,97,1988,Exprimés,172246,175973.0
1738,97,1988,Votants,175976,181795.0
1739,97,1988,Blancs et nuls,3730,5822.0
1740,99,1988,Blancs et nuls,21851,34758.0
1741,99,1988,Votants,838702,853067.0
1742,99,1988,Inscrits,983461,985481.0
1743,99,1988,Exprimés,816851,818309.0
1744,102,1988,Blancs et nuls,7998,13061.0
1745,102,1988,Exprimés,322984,332023.0
1746,102,1988,Votants,330982,345084.0
1747,102,1988,Inscrits,401079,401047.0
1748,104,1988,Blancs et nuls,6570,10991.0
1749,104,1988,Inscrits,413587,413388.0
1750,104,1988,Exprimés,335141,343524.0
1751,104,1988,Votants,341711,354515.0
1752,59,1988,Inscrits,171749,171714.0
1753,59,1988,Exprimés,135854,140269.0
1754,59,1988,Votants,138837,145276.0
1755,59,1988,Blancs et nuls,2983,5007.0
1756,105,1988,Blancs et nuls,3773,7880.0
1757,105,1988,Inscrits,251898,251848.0
1758,105,1988,Exprimés,198501,204033.0
1759,105,1988,Votants,202274,211913.0
1760,14,1988,Votants,503573,511780.0
1761,14,1988,Blancs et nuls,9638,23120.0
1762,14,1988,Inscrits,617322,617036.0
1763,14,1988,Exprimés,493935,488660.0
1764,49,1988,Inscrits,436205,436093.0
1765,49,1988,Votants,358361,363050.0
1766,49,1988,Blancs et nuls,7558,17155.0
1767,49,1988,Exprimés,350803,345895.0
1768,108,1988,Blancs et nuls,11309,27496.0
1769,108,1988,Inscrits,880708,880685.0
1770,108,1988,Votants,706837,726199.0
1771,108,1988,Exprimés,695528,698703.0
1772,6,1988,Inscrits,203525,203485.0
1773,6,1988,Votants,168246,175302.0
1774,6,1988,Exprimés,164977,169289.0
1775,6,1988,Blancs et nuls,3269,6013.0
1776,54,1988,Blancs et nuls,3789,6060.0
1777,54,1988,Exprimés,135349,139964.0
1778,54,1988,Votants,139138,146024.0
1779,54,1988,Inscrits,165622,165563.0
1780,113,1988,Inscrits,396539,396427.0
1781,113,1988,Exprimés,309299,318512.0
1782,113,1988,Votants,316867,330430.0
1783,113,1988,Blancs et nuls,7568,11918.0
1784,114,1988,Votants,298184,307455.0
1785,114,1988,Exprimés,289781,296104.0
1786,114,1988,Blancs et nuls,8403,11351.0
1787,114,1988,Inscrits,362926,362781.0
1788,115,1988,Inscrits,230132,230101.0
1789,115,1988,Votants,183935,192507.0
1790,115,1988,Exprimés,180616,186122.0
1791,115,1988,Blancs et nuls,3319,6385.0
1792,55,1988,Votants,270188,281838.0
1793,55,1988,Exprimés,265382,272194.0
1794,55,1988,Inscrits,336725,336653.0
1795,55,1988,Blancs et nuls,4806,9644.0
1796,98,1988,Blancs et nuls,10648,25794.0
1797,98,1988,Inscrits,1238623,1238758.0
1798,98,1988,Votants,952963,994456.0
1799,98,1988,Exprimés,942315,968662.0
1800,119,1988,Inscrits,808059,807671.0
1801,119,1988,Blancs et nuls,13619,23591.0
1802,119,1988,Votants,664599,680713.0
1803,119,1988,Exprimés,650980,657122.0
1804,118,1988,Blancs et nuls,8602,20337.0
1805,118,1988,Votants,496608,510694.0
1806,118,1988,Inscrits,609181,609053.0
1807,118,1988,Exprimés,488006,490357.0
1808,135,1988,Blancs et nuls,9143,22520.0
1809,135,1988,Votants,634293,651153.0
1810,135,1988,Inscrits,772804,772371.0
1811,135,1988,Exprimés,625150,628633.0
1812,31,1988,Votants,210519,216436.0
1813,31,1988,Exprimés,204237,208701.0
1814,31,1988,Blancs et nuls,6282,7735.0
1815,31,1988,Inscrits,250098,250082.0
1816,7,1988,Votants,158133,164533.0
1817,7,1988,Exprimés,155398,158978.0
1818,7,1988,Inscrits,193851,193795.0
1819,7,1988,Blancs et nuls,2735,5555.0
1820,121,1988,Exprimés,319563,323563.0
1821,121,1988,Votants,326637,335532.0
1822,121,1988,Inscrits,381128,380852.0
1823,121,1988,Blancs et nuls,7074,11969.0
1824,122,1988,Votants,216090,224416.0
1825,122,1988,Exprimés,210540,215556.0
1826,122,1988,Inscrits,253432,253361.0
1827,122,1988,Blancs et nuls,5550,8860.0
1828,123,1988,Votants,122071,127529.0
1829,123,1988,Inscrits,145630,145346.0
1830,123,1988,Exprimés,119316,122882.0
1831,123,1988,Blancs et nuls,2755,4647.0
1832,127,1988,Blancs et nuls,6619,16694.0
1833,127,1988,Votants,440140,455346.0
1834,127,1988,Exprimés,433521,438652.0
1835,127,1988,Inscrits,542667,542587.0
1836,128,1988,Inscrits,304161,304082.0
1837,128,1988,Votants,255111,261446.0
1838,128,1988,Exprimés,249682,249327.0
1839,128,1988,Blancs et nuls,5429,12119.0
1840,129,1988,Exprimés,305641,309091.0
1841,129,1988,Blancs et nuls,8137,10335.0
1842,129,1988,Inscrits,364447,364404.0
1843,129,1988,Votants,313778,319426.0
1844,131,1988,Votants,224464,232657.0
1845,131,1988,Exprimés,218446,224553.0
1846,131,1988,Blancs et nuls,6018,8104.0
1847,131,1988,Inscrits,270883,270900.0
1848,57,1988,Exprimés,215029,219234.0
1849,57,1988,Inscrits,262298,262264.0
1850,57,1988,Votants,221440,228743.0
1851,57,1988,Blancs et nuls,6411,9509.0
1852,132,1988,Inscrits,275186,275142.0
1853,132,1988,Blancs et nuls,7078,10934.0
1854,132,1988,Exprimés,220582,224994.0
1855,132,1988,Votants,227660,235928.0
1856,134,1988,Inscrits,221498,220999.0
1857,134,1988,Blancs et nuls,3969,7241.0
1858,134,1988,Exprimés,177801,181808.0
1859,134,1988,Votants,181770,189049.0
1860,9,1988,Exprimés,86818,90832.0
1861,9,1988,Inscrits,108146,108104.0
1862,9,1988,Blancs et nuls,1649,2982.0
1863,9,1988,Votants,88467,93814.0
1864,124,1988,Votants,69549,72858.0
1865,124,1988,Blancs et nuls,1628,3415.0
1866,124,1988,Exprimés,67921,69443.0
1867,124,1988,Inscrits,84928,84899.0
1868,37,1988,Blancs et nuls,8452,20709.0
1869,37,1988,Exprimés,511634,513752.0
1870,37,1988,Votants,520086,534461.0
1871,37,1988,Inscrits,636234,635956.0
1872,61,1988,Exprimés,652129,659555.0
1873,61,1988,Votants,660647,682184.0
1874,61,1988,Inscrits,816877,816648.0
1875,61,1988,Blancs et nuls,8518,22629.0
1876,120,1988,Exprimés,543551,537749.0
1877,120,1988,Blancs et nuls,8789,24883.0
1878,120,1988,Inscrits,710336,710131.0
1879,120,1988,Votants,552340,562632.0
1880,126,1988,Exprimés,549296,550227.0
1881,126,1988,Blancs et nuls,8248,22056.0
1882,126,1988,Votants,557544,572283.0
1883,126,1988,Inscrits,696241,699619.0
1884,125,1988,Votants,463048,474029.0
1885,125,1988,Inscrits,572242,572145.0
1886,125,1988,Exprimés,455681,455119.0
1887,125,1988,Blancs et nuls,7367,18910.0
1888,1,1995,Inscrits,314259,314136.0
1889,1,1995,Exprimés,243797,234703.0
1890,1,1995,Blancs et nuls,7736,16859.0
1891,1,1995,Votants,251533,251562.0
1892,11,1995,Inscrits,192789,192753.0
1893,11,1995,Votants,155156,156956.0
1894,11,1995,Blancs et nuls,4393,10197.0
1895,11,1995,Exprimés,150763,146759.0
1896,12,1995,Exprimés,181783,178710.0
1897,12,1995,Inscrits,225975,225831.0
1898,12,1995,Blancs et nuls,5203,12091.0
1899,12,1995,Votants,186986,190801.0
1900,13,1995,Exprimés,171404,172705.0
1901,13,1995,Blancs et nuls,6144,8502.0
1902,13,1995,Votants,177548,181207.0
1903,13,1995,Inscrits,212792,212698.0
1904,15,1995,Inscrits,1108942,1108867.0
1905,15,1995,Exprimés,829757,797351.0
1906,15,1995,Blancs et nuls,19914,63539.0
1907,15,1995,Votants,849671,860890.0
1908,17,1995,Inscrits,437282,437163.0
1909,17,1995,Exprimés,344319,336792.0
1910,17,1995,Votants,353904,354498.0
1911,17,1995,Blancs et nuls,9585,17706.0
1912,18,1995,Exprimés,99668,102366.0
1913,18,1995,Blancs et nuls,2633,3621.0
1914,18,1995,Votants,102301,105987.0
1915,18,1995,Inscrits,125662,125641.0
1916,19,1995,Inscrits,254536,254492.0
1917,19,1995,Exprimés,196166,195213.0
1918,19,1995,Blancs et nuls,7355,10689.0
1919,19,1995,Votants,203521,205902.0
1920,20,1995,Votants,313519,319465.0
1921,20,1995,Exprimés,303498,302175.0
